Claim ID,Adjuster ID,Adjuster Name,Team/Department,Adjuster Experience Level
CLM0917,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM0918,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM0919,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM0920,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM0921,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM0922,ADJ002,Bob Johnson,Property Claims,Junior
CLM0923,ADJ001,Alice Smith,Auto Claims,Senior
CLM0924,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM0925,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM0926,ADJ002,Bob Johnson,Property Claims,Junior
CLM0927,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM0928,ADJ001,Alice Smith,Auto Claims,Senior
CLM0929,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM0930,ADJ002,Bob Johnson,Property Claims,Junior
CLM0931,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM0932,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM0933,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM0934,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM0935,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM0936,ADJ001,Alice Smith,Auto Claims,Senior
CLM0937,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM0938,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM0939,ADJ001,Alice Smith,Auto Claims,Senior
CLM0940,ADJ002,Bob Johnson,Property Claims,Junior
CLM0941,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM0942,ADJ001,Alice Smith,Auto Claims,Senior
CLM0943,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM0944,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM0945,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM0946,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM0947,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM0948,ADJ001,Alice Smith,Auto Claims,Senior
CLM0949,ADJ001,Alice Smith,Auto Claims,Senior
CLM0950,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM0951,ADJ001,Alice Smith,Auto Claims,Senior
CLM0952,ADJ002,Bob Johnson,Property Claims,Junior
CLM0953,ADJ002,Bob Johnson,Property Claims,Junior
CLM0954,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM0955,ADJ001,Alice Smith,Auto Claims,Senior
CLM0956,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM0957,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM0958,ADJ001,Alice Smith,Auto Claims,Senior
CLM0959,ADJ002,Bob Johnson,Property Claims,Junior
CLM0960,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM0961,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM0962,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM0963,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM0964,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM0965,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM0966,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM0967,ADJ002,Bob Johnson,Property Claims,Junior
CLM0968,ADJ002,Bob Johnson,Property Claims,Junior
CLM0969,ADJ001,Alice Smith,Auto Claims,Senior
CLM0970,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM0971,ADJ001,Alice Smith,Auto Claims,Senior
CLM0972,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM0973,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM0974,ADJ002,Bob Johnson,Property Claims,Junior
CLM0975,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM0976,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM0977,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM0978,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM0979,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM0980,ADJ001,Alice Smith,Auto Claims,Senior
CLM0981,ADJ001,Alice Smith,Auto Claims,Senior
CLM0982,ADJ001,Alice Smith,Auto Claims,Senior
CLM0983,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM0984,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM0985,ADJ001,Alice Smith,Auto Claims,Senior
CLM0986,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM0987,ADJ001,Alice Smith,Auto Claims,Senior
CLM0988,ADJ002,Bob Johnson,Property Claims,Junior
CLM0989,ADJ001,Alice Smith,Auto Claims,Senior
CLM0990,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM0991,ADJ002,Bob Johnson,Property Claims,Junior
CLM0992,ADJ002,Bob Johnson,Property Claims,Junior
CLM0993,ADJ001,Alice Smith,Auto Claims,Senior
CLM0994,ADJ002,Bob Johnson,Property Claims,Junior
CLM0995,ADJ001,Alice Smith,Auto Claims,Senior
CLM0996,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM0997,ADJ002,Bob Johnson,Property Claims,Junior
CLM0998,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM0999,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1000,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1001,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1002,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1003,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1004,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1005,ADJ002,Bob Johnson,Property Claims,Junior
CLM1006,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1007,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1008,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1009,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1010,ADJ001,Alice Smith,Auto Claims,Senior
CLM1011,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1012,ADJ002,Bob Johnson,Property Claims,Junior
CLM1013,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1014,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1015,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1016,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1017,ADJ001,Alice Smith,Auto Claims,Senior
CLM1018,ADJ001,Alice Smith,Auto Claims,Senior
CLM1019,ADJ001,Alice Smith,Auto Claims,Senior
CLM1020,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1021,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1022,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1023,ADJ001,Alice Smith,Auto Claims,Senior
CLM1024,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1025,ADJ001,Alice Smith,Auto Claims,Senior
CLM1026,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1027,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1028,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1029,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1030,ADJ002,Bob Johnson,Property Claims,Junior
CLM1031,ADJ001,Alice Smith,Auto Claims,Senior
CLM1032,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1033,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1034,ADJ002,Bob Johnson,Property Claims,Junior
CLM1035,ADJ002,Bob Johnson,Property Claims,Junior
CLM1036,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1037,ADJ001,Alice Smith,Auto Claims,Senior
CLM1038,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1039,ADJ001,Alice Smith,Auto Claims,Senior
CLM1040,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1041,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1042,ADJ001,Alice Smith,Auto Claims,Senior
CLM1043,ADJ001,Alice Smith,Auto Claims,Senior
CLM1044,ADJ001,Alice Smith,Auto Claims,Senior
CLM1045,ADJ001,Alice Smith,Auto Claims,Senior
CLM1046,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1047,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1048,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1049,ADJ001,Alice Smith,Auto Claims,Senior
CLM1050,ADJ001,Alice Smith,Auto Claims,Senior
CLM1051,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1052,ADJ001,Alice Smith,Auto Claims,Senior
CLM1053,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1054,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1055,ADJ002,Bob Johnson,Property Claims,Junior
CLM1056,ADJ001,Alice Smith,Auto Claims,Senior
CLM1057,ADJ001,Alice Smith,Auto Claims,Senior
CLM1058,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1059,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1060,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1061,ADJ001,Alice Smith,Auto Claims,Senior
CLM1062,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1063,ADJ001,Alice Smith,Auto Claims,Senior
CLM1064,ADJ002,Bob Johnson,Property Claims,Junior
CLM1065,ADJ002,Bob Johnson,Property Claims,Junior
CLM1066,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1067,ADJ002,Bob Johnson,Property Claims,Junior
CLM1068,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1069,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1070,ADJ002,Bob Johnson,Property Claims,Junior
CLM1071,ADJ002,Bob Johnson,Property Claims,Junior
CLM1072,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1073,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1074,ADJ002,Bob Johnson,Property Claims,Junior
CLM1075,ADJ001,Alice Smith,Auto Claims,Senior
CLM1076,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1077,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1078,ADJ002,Bob Johnson,Property Claims,Junior
CLM1079,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1080,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1081,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1082,ADJ002,Bob Johnson,Property Claims,Junior
CLM1083,ADJ002,Bob Johnson,Property Claims,Junior
CLM1084,ADJ001,Alice Smith,Auto Claims,Senior
CLM1085,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1086,ADJ002,Bob Johnson,Property Claims,Junior
CLM1087,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1088,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1089,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1090,ADJ002,Bob Johnson,Property Claims,Junior
CLM1091,ADJ001,Alice Smith,Auto Claims,Senior
CLM1092,ADJ002,Bob Johnson,Property Claims,Junior
CLM1093,ADJ002,Bob Johnson,Property Claims,Junior
CLM1094,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1095,ADJ002,Bob Johnson,Property Claims,Junior
CLM1096,ADJ002,Bob Johnson,Property Claims,Junior
CLM1097,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1098,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1099,ADJ002,Bob Johnson,Property Claims,Junior
CLM1100,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1101,ADJ001,Alice Smith,Auto Claims,Senior
CLM1102,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1103,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1104,ADJ002,Bob Johnson,Property Claims,Junior
CLM1105,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1106,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1107,ADJ002,Bob Johnson,Property Claims,Junior
CLM1108,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1109,ADJ001,Alice Smith,Auto Claims,Senior
CLM1110,ADJ002,Bob Johnson,Property Claims,Junior
CLM1111,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1112,ADJ001,Alice Smith,Auto Claims,Senior
CLM1113,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1114,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1115,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1116,ADJ002,Bob Johnson,Property Claims,Junior
CLM1117,ADJ002,Bob Johnson,Property Claims,Junior
CLM1118,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1119,ADJ001,Alice Smith,Auto Claims,Senior
CLM1120,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1121,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1122,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1123,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1124,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1125,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1126,ADJ001,Alice Smith,Auto Claims,Senior
CLM1127,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1128,ADJ001,Alice Smith,Auto Claims,Senior
CLM1129,ADJ002,Bob Johnson,Property Claims,Junior
CLM1130,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1131,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1132,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1133,ADJ002,Bob Johnson,Property Claims,Junior
CLM1134,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1135,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1136,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1137,ADJ001,Alice Smith,Auto Claims,Senior
CLM1138,ADJ002,Bob Johnson,Property Claims,Junior
CLM1139,ADJ001,Alice Smith,Auto Claims,Senior
CLM1140,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1141,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1142,ADJ002,Bob Johnson,Property Claims,Junior
CLM1143,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1144,ADJ001,Alice Smith,Auto Claims,Senior
CLM1145,ADJ001,Alice Smith,Auto Claims,Senior
CLM1146,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1147,ADJ002,Bob Johnson,Property Claims,Junior
CLM1148,ADJ002,Bob Johnson,Property Claims,Junior
CLM1149,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1150,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1151,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1152,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1153,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1154,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1155,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1156,ADJ002,Bob Johnson,Property Claims,Junior
CLM1157,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1158,ADJ001,Alice Smith,Auto Claims,Senior
CLM1159,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1160,ADJ001,Alice Smith,Auto Claims,Senior
CLM1161,ADJ002,Bob Johnson,Property Claims,Junior
CLM1162,ADJ002,Bob Johnson,Property Claims,Junior
CLM1163,ADJ002,Bob Johnson,Property Claims,Junior
CLM1164,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1165,ADJ002,Bob Johnson,Property Claims,Junior
CLM1166,ADJ001,Alice Smith,Auto Claims,Senior
CLM1167,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1168,ADJ002,Bob Johnson,Property Claims,Junior
CLM1169,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1170,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1171,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1172,ADJ002,Bob Johnson,Property Claims,Junior
CLM1173,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1174,ADJ001,Alice Smith,Auto Claims,Senior
CLM1175,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1176,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1177,ADJ001,Alice Smith,Auto Claims,Senior
CLM1178,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1179,ADJ002,Bob Johnson,Property Claims,Junior
CLM1180,ADJ002,Bob Johnson,Property Claims,Junior
CLM1181,ADJ001,Alice Smith,Auto Claims,Senior
CLM1182,ADJ001,Alice Smith,Auto Claims,Senior
CLM1183,ADJ001,Alice Smith,Auto Claims,Senior
CLM1184,ADJ001,Alice Smith,Auto Claims,Senior
CLM1185,ADJ001,Alice Smith,Auto Claims,Senior
CLM1186,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1187,ADJ001,Alice Smith,Auto Claims,Senior
CLM1188,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1189,ADJ001,Alice Smith,Auto Claims,Senior
CLM1190,ADJ002,Bob Johnson,Property Claims,Junior
CLM1191,ADJ002,Bob Johnson,Property Claims,Junior
CLM1192,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1193,ADJ001,Alice Smith,Auto Claims,Senior
CLM1194,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1195,ADJ001,Alice Smith,Auto Claims,Senior
CLM1196,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1197,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1198,ADJ002,Bob Johnson,Property Claims,Junior
CLM1199,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1200,ADJ001,Alice Smith,Auto Claims,Senior
CLM1201,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1202,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1203,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1204,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1205,ADJ002,Bob Johnson,Property Claims,Junior
CLM1206,ADJ001,Alice Smith,Auto Claims,Senior
CLM1207,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1208,ADJ001,Alice Smith,Auto Claims,Senior
CLM1209,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1210,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1211,ADJ002,Bob Johnson,Property Claims,Junior
CLM1212,ADJ002,Bob Johnson,Property Claims,Junior
CLM1213,ADJ001,Alice Smith,Auto Claims,Senior
CLM1214,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1215,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1216,ADJ002,Bob Johnson,Property Claims,Junior
CLM1217,ADJ001,Alice Smith,Auto Claims,Senior
CLM1218,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1219,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1220,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1221,ADJ002,Bob Johnson,Property Claims,Junior
CLM1222,ADJ002,Bob Johnson,Property Claims,Junior
CLM1223,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1224,ADJ001,Alice Smith,Auto Claims,Senior
CLM1225,ADJ002,Bob Johnson,Property Claims,Junior
CLM1226,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1227,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1228,ADJ002,Bob Johnson,Property Claims,Junior
CLM1229,ADJ001,Alice Smith,Auto Claims,Senior
CLM1230,ADJ001,Alice Smith,Auto Claims,Senior
CLM1231,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1232,ADJ001,Alice Smith,Auto Claims,Senior
CLM1233,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1234,ADJ002,Bob Johnson,Property Claims,Junior
CLM1235,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1236,ADJ001,Alice Smith,Auto Claims,Senior
CLM1237,ADJ001,Alice Smith,Auto Claims,Senior
CLM1238,ADJ001,Alice Smith,Auto Claims,Senior
CLM1239,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1240,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1241,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1242,ADJ002,Bob Johnson,Property Claims,Junior
CLM1243,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1244,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1245,ADJ002,Bob Johnson,Property Claims,Junior
CLM1246,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1247,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1248,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1249,ADJ001,Alice Smith,Auto Claims,Senior
CLM1250,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1251,ADJ001,Alice Smith,Auto Claims,Senior
CLM1252,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1253,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1254,ADJ002,Bob Johnson,Property Claims,Junior
CLM1255,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1256,ADJ001,Alice Smith,Auto Claims,Senior
CLM1257,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1258,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1259,ADJ001,Alice Smith,Auto Claims,Senior
CLM1260,ADJ001,Alice Smith,Auto Claims,Senior
CLM1261,ADJ002,Bob Johnson,Property Claims,Junior
CLM1262,ADJ002,Bob Johnson,Property Claims,Junior
CLM1263,ADJ002,Bob Johnson,Property Claims,Junior
CLM1264,ADJ002,Bob Johnson,Property Claims,Junior
CLM1265,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1266,ADJ001,Alice Smith,Auto Claims,Senior
CLM1267,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1268,ADJ001,Alice Smith,Auto Claims,Senior
CLM1269,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1270,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1271,ADJ001,Alice Smith,Auto Claims,Senior
CLM1272,ADJ001,Alice Smith,Auto Claims,Senior
CLM1273,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1274,ADJ001,Alice Smith,Auto Claims,Senior
CLM1275,ADJ001,Alice Smith,Auto Claims,Senior
CLM1276,ADJ002,Bob Johnson,Property Claims,Junior
CLM1277,ADJ002,Bob Johnson,Property Claims,Junior
CLM1278,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1279,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1280,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1281,ADJ001,Alice Smith,Auto Claims,Senior
CLM1282,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1283,ADJ002,Bob Johnson,Property Claims,Junior
CLM1284,ADJ001,Alice Smith,Auto Claims,Senior
CLM1285,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1286,ADJ002,Bob Johnson,Property Claims,Junior
CLM1287,ADJ002,Bob Johnson,Property Claims,Junior
CLM1288,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1289,ADJ001,Alice Smith,Auto Claims,Senior
CLM1290,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1291,ADJ002,Bob Johnson,Property Claims,Junior
CLM1292,ADJ001,Alice Smith,Auto Claims,Senior
CLM1293,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1294,ADJ002,Bob Johnson,Property Claims,Junior
CLM1295,ADJ001,Alice Smith,Auto Claims,Senior
CLM1296,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1297,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1298,ADJ001,Alice Smith,Auto Claims,Senior
CLM1299,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1300,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1301,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1302,ADJ002,Bob Johnson,Property Claims,Junior
CLM1303,ADJ001,Alice Smith,Auto Claims,Senior
CLM1304,ADJ002,Bob Johnson,Property Claims,Junior
CLM1305,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1306,ADJ001,Alice Smith,Auto Claims,Senior
CLM1307,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1308,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1309,ADJ002,Bob Johnson,Property Claims,Junior
CLM1310,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1311,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1312,ADJ001,Alice Smith,Auto Claims,Senior
CLM1313,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1314,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1315,ADJ002,Bob Johnson,Property Claims,Junior
CLM1316,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1317,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1318,ADJ001,Alice Smith,Auto Claims,Senior
CLM1319,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1320,ADJ001,Alice Smith,Auto Claims,Senior
CLM1321,ADJ001,Alice Smith,Auto Claims,Senior
CLM1322,ADJ002,Bob Johnson,Property Claims,Junior
CLM1323,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1324,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1325,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1326,ADJ002,Bob Johnson,Property Claims,Junior
CLM1327,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1328,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1329,ADJ001,Alice Smith,Auto Claims,Senior
CLM1330,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1331,ADJ001,Alice Smith,Auto Claims,Senior
CLM1332,ADJ002,Bob Johnson,Property Claims,Junior
CLM1333,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1334,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1335,ADJ001,Alice Smith,Auto Claims,Senior
CLM1336,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1337,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1338,ADJ001,Alice Smith,Auto Claims,Senior
CLM1339,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1340,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1341,ADJ001,Alice Smith,Auto Claims,Senior
CLM1342,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1343,ADJ002,Bob Johnson,Property Claims,Junior
CLM1344,ADJ001,Alice Smith,Auto Claims,Senior
CLM1345,ADJ001,Alice Smith,Auto Claims,Senior
CLM1346,ADJ001,Alice Smith,Auto Claims,Senior
CLM1347,ADJ001,Alice Smith,Auto Claims,Senior
CLM1348,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1349,ADJ002,Bob Johnson,Property Claims,Junior
CLM1350,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1351,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1352,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1353,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1354,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM1355,ADJ001,Alice Smith,Auto Claims,Senior
CLM1356,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM1357,ADJ003,Charlie Brown,Health Claims,Intermediate
